,restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein
0,Mcdonalds,Artisan Grilled Chicken Sandwich,380,60,7,0.0425531914893617,0.0,95,1110,44,0.17647058823529413,11,0.1945945945945946
1,Mcdonalds,Single Bacon Smokehouse Burger,840,410,45,0.3617021276595745,0.1875,130,1580,62,0.11764705882352941,18,0.24324324324324326
2,Mcdonalds,Double Bacon Smokehouse Burger,1130,600,67,0.574468085106383,0.375,220,1920,63,0.17647058823529413,18,0.372972972972973
3,Mcdonalds,Grilled Bacon Smokehouse Chicken Sandwich,750,280,31,0.2127659574468085,0.0625,155,1940,62,0.11764705882352941,18,0.2918918918918919
4,Mcdonalds,Crispy Bacon Smokehouse Chicken Sandwich,920,410,45,0.2553191489361702,0.0625,120,1980,81,0.23529411764705882,18,0.24324324324324326
5,Mcdonalds,Big Mac,540,250,28,0.2127659574468085,0.125,80,950,46,0.17647058823529413,9,0.12972972972972974
6,Mcdonalds,Cheeseburger,300,100,12,0.10638297872340426,0.0625,40,680,33,0.11764705882352941,7,0.07567567567567568
7,Mcdonalds,Classic Chicken Sandwich,510,210,24,0.0851063829787234,0.0,65,1040,49,0.17647058823529413,6,0.12972972972972974
8,Mcdonalds,Double Cheeseburger,430,190,21,0.23404255319148937,0.125,85,1040,35,0.11764705882352941,7,0.12972972972972974
9,Mcdonalds,Double Quarter Pounder® with Cheese,770,400,45,0.44680851063829785,0.3125,175,1290,42,0.17647058823529413,10,0.2702702702702703
10,Mcdonalds,Filet-O-Fish®,380,170,18,0.0851063829787234,0.0,40,640,38,0.11764705882352941,5,0.07567567567567568
11,Mcdonalds,Garlic White Cheddar Burger,620,300,34,0.2765957446808511,0.1875,95,790,48,0.17647058823529413,11,0.16756756756756758
12,Mcdonalds,Grilled Garlic White Cheddar Chicken Sandwich,530,180,20,0.14893617021276595,0.0,125,1150,48,0.17647058823529413,11,0.22162162162162163
13,Mcdonalds,Crispy Garlic White Cheddar Chicken Sandwich,700,300,34,0.19148936170212766,0.0,85,1190,67,0.29411764705882354,11,0.17297297297297298
14,Mcdonalds,Hamburger,250,70,8,0.06382978723404255,0.0,30,480,31,0.11764705882352941,6,0.06486486486486487
15,Mcdonalds,Lobster Roll,290,50,5,0.031914893617021274,0.0,65,630,35,0.11764705882352941,3,0.12432432432432433
16,Mcdonalds,Maple Bacon Dijon 1/4 lb Burger,640,330,36,0.2978723404255319,0.1875,110,1260,40,0.17647058823529413,10,0.1945945945945946
17,Mcdonalds,Grilled Maple Bacon Dijon Chicken Sandwich,580,190,21,0.1702127659574468,0.0,135,1890,50,0.17647058823529413,14,0.25405405405405407
18,Mcdonalds,Crispy Maple Bacon Dijon Chicken Sandwich,740,310,35,0.19148936170212766,0.0625,95,1780,69,0.29411764705882354,14,0.20540540540540542
19,Mcdonalds,McChicken,350,130,15,0.07446808510638298,0.0,40,600,40,0.11764705882352941,5,0.07567567567567568
20,Mcdonalds,McDouble,380,160,18,0.1702127659574468,0.125,70,840,34,0.11764705882352941,7,0.11891891891891893
21,Mcdonalds,McRib,480,200,22,0.14893617021276595,0.0,80,870,45,0.11764705882352941,12,0.12972972972972974
22,Mcdonalds,Pico Guacamole 1/4 lb Burger,580,300,33,0.2553191489361702,0.1875,95,920,41,0.23529411764705882,7,0.15135135135135136
23,Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,520,160,18,0.1276595744680851,0.0,115,1540,50,0.23529411764705882,12,0.21081081081081082
24,Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,680,280,32,0.14893617021276595,0.0,80,1430,69,0.35294117647058826,12,0.16216216216216217
25,Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,570,200,23,0.10638297872340426,0.0,60,1050,64,0.23529411764705882,11,0.14594594594594595
26,Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,530,200,22,0.0851063829787234,0.0,45,1000,59,0.17647058823529413,13,0.12972972972972974
27,Mcdonalds,Quarter Pounder® with Cheese,530,240,27,0.2765957446808511,0.1875,100,1090,41,0.17647058823529413,10,0.16216216216216217
28,Mcdonalds,Signature Sriracha Burger,670,320,35,0.2553191489361702,0.1875,95,1010,56,0.23529411764705882,13,0.16756756756756758
29,Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,560,180,20,0.10638297872340426,0.0,115,1550,56,0.23529411764705882,14,0.21621621621621623
30,Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,730,300,33,0.14893617021276595,0.0,80,1430,75,0.29411764705882354,13,0.16756756756756758
31,Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,690,340,37,0.2978723404255319,0.1875,110,1310,51,0.17647058823529413,14,0.2
32,Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,630,200,22,0.14893617021276595,0.0,135,1930,61,0.23529411764705882,18,0.25405405405405407
33,Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,800,320,36,0.19148936170212766,0.0625,95,1820,80,0.29411764705882354,18,0.20540540540540542
34,Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,370,190,21,0.07446808510638298,0.0,70,910,16,0.0,0,0.14594594594594595
35,Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,480,250,28,0.09574468085106383,0.0,95,1290,21,0.0,1,0.2
36,Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,760,390,44,0.1702127659574468,0.0625,145,1890,32,0.058823529411764705,1,0.3081081081081081
37,Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,1210,630,70,0.2553191489361702,0.125,240,3230,52,0.058823529411764705,4,0.5027027027027027
38,Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,1510,790,88,0.3191489361702128,0.125,295,3770,64,0.058823529411764705,2,0.6162162162162163
39,Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,2430,1270,141,0.5106382978723404,0.25,475,6080,103,0.11764705882352941,3,1.0
40,Mcdonalds,4 Piece Chicken McNuggets,180,100,11,0.0425531914893617,0.0,30,340,11,0.058823529411764705,0,0.04864864864864865
41,Mcdonalds,6 Piece Chicken McNuggets,270,140,16,0.05319148936170213,0.0,45,510,16,0.058823529411764705,0,0.07567567567567568
42,Mcdonalds,10 Piece Chicken McNuggets,440,240,27,0.09574468085106383,0.0,75,840,26,0.11764705882352941,0,0.12432432432432433
43,Mcdonalds,20 Piece Chicken McNuggets,890,480,53,0.19148936170212766,0.0,145,1680,53,0.23529411764705882,0,0.2594594594594595
44,Mcdonalds,40 piece Chicken McNuggets,1770,960,107,0.3829787234042553,0.0625,295,3370,105,0.4117647058823529,1,0.5243243243243243
45,Mcdonalds,4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,640,240,27,0.0851063829787234,0.0,105,1780,63,0.11764705882352941,35,0.20540540540540542
46,Mcdonalds,6 piece Sweet N' Spicy Honey BBQ Glazed Tenders,960,360,40,0.1276595744680851,0.0,160,2670,94,0.17647058823529413,52,0.3081081081081081
47,Mcdonalds,10 piece Sweet N' Spicy Honey BBQ Glazed Tenders,1600,600,66,0.2127659574468085,0.0,265,4450,156,0.29411764705882354,87,0.518918918918919
48,Mcdonalds,Premium Asian Salad w/o Chicken,140,70,7,0.010638297872340425,0.0,0,20,13,0.29411764705882354,7,0.032432432432432434
49,Mcdonalds,Premium Asian Salad w/ Grilled Chicken,270,80,9,0.02127659574468085,0.0,80,740,18,0.29411764705882354,10,0.16216216216216217
50,Mcdonalds,Premium Asian Salad w/ Crispy Chicken,490,250,28,0.1702127659574468,0.0,95,1120,28,0.23529411764705882,4,0.17297297297297298
51,Mcdonalds,Premium Bacon Ranch Salad w/o Chicken,190,110,12,0.10638297872340426,0.0,40,660,9,0.17647058823529413,3,0.07027027027027027
52,Mcdonalds,Premium Bacon Ranch Salad w/ Grilled Chicken,320,120,14,0.1276595744680851,0.0,45,1230,9,0.17647058823529413,4,0.22162162162162163
53,Mcdonalds,Premium Bacon Ranch Salad w/ Crispy Chicken,490,250,28,0.1702127659574468,0.0,95,1120,28,0.23529411764705882,4,0.17297297297297298
54,Mcdonalds,Premium Southwest Salad w/o Chicken,220,90,10,0.07446808510638298,0.0,15,500,26,0.35294117647058826,9,0.03783783783783784
55,Mcdonalds,Premium Southwest Salad w/ Grilled Chicken,350,100,12,0.09574468085106383,0.0,110,1070,27,0.35294117647058826,9,0.1945945945945946
56,Mcdonalds,Premium Southwest Salad w/ Crispy Chicken,520,230,25,0.1276595744680851,0.0,75,960,46,0.47058823529411764,9,0.14594594594594595
57,Chick Fil-A,Chargrilled Chicken Club Sandwich,430,144,16,0.1702127659574468,0.0,85,1120,37,0.17647058823529413,7,0.1945945945945946
58,Chick Fil-A,Chargrilled Chicken Sandwich,310,54,6,0.0425531914893617,0.0,55,820,36,0.17647058823529413,7,0.15135135135135136
59,Chick Fil-A,Chick-n-Slider,270,99,11,0.05319148936170213,0.0,45,800,26,0.058823529411764705,4,0.08108108108108109
60,Chick Fil-A,1 Piece Chick-n-Strips,120,54,6,0.06382978723404255,0.0,25,320,6,0.0,1,0.05405405405405406
61,Chick Fil-A,2 Piece Chick-n-Strips,230,108,12,0.06382978723404255,0.0,55,630,13,0.058823529411764705,1,0.11351351351351352
62,Chick Fil-A,3 Piece Chick-n-Strips,350,153,17,0.06382978723404255,0.0,70,940,22,0.058823529411764705,3,0.14594594594594595
63,Chick Fil-A,4 piece Chick-n-Strips,470,207,23,0.06382978723404255,0.0,90,1250,29,0.058823529411764705,4,0.1945945945945946
64,Chick Fil-A,Chicken Deluxe,500,207,23,0.14893617021276595,0.0,75,1590,42,0.17647058823529413,6,0.16216216216216217
65,Chick Fil-A,4 piece Chicken Nuggets,130,54,6,0.031914893617021274,0.0,40,490,5,0.058823529411764705,0,0.07027027027027027
66,Chick Fil-A,6 piece Chicken Nuggets,190,81,9,0.031914893617021274,0.0,55,730,7,0.058823529411764705,0,0.10810810810810811
67,Chick Fil-A,8 piece Chicken Nuggets,260,110,12,0.06382978723404255,0.0,70,990,9,0.058823529411764705,1,0.14594594594594595
68,Chick Fil-A,12 piece Chicken Nuggets,390,162,18,0.031914893617021274,0.0,115,1460,14,0.11764705882352941,1,0.21621621621621623
69,Chick Fil-A,30 piece Chicken Nuggets,970,414,46,0.05319148936170213,0.0,285,3660,35,0.23529411764705882,1,0.5513513513513514
70,Chick Fil-A,Chicken Salad Sandwich,490,170,19,0.06382978723404255,0.0,80,1130,55,0.29411764705882354,12,0.14594594594594595
71,Chick Fil-A,Chicken Sandwich,440,171,19,0.0851063829787234,0.0,60,1350,40,0.11764705882352941,5,0.14594594594594595
72,Chick Fil-A,4 Piece Grilled Chicken Nuggets,70,18,2,0.02127659574468085,0.0,35,220,1,0.0,0,0.06486486486486487
73,Chick Fil-A,6 Piece Grilled Chicken Nuggets,110,27,3,0.02127659574468085,0.0,50,330,2,0.0,0,0.0972972972972973
74,Chick Fil-A,8 piece Grilled Chicken Nuggets,140,36,4,0.02127659574468085,0.0,70,440,2,0.0,0,0.12972972972972974
75,Chick Fil-A,12 Piece Grilled Chicken Nuggets,210,45,5,0.02127659574468085,0.0,100,670,3,0.0,1,0.2
76,Chick Fil-A,Spicy Grilled Chicken Sub Sandwich,430,108,12,0.09574468085106383,0.0,85,1310,47,0.29411764705882354,9,0.17297297297297298
77,Chick Fil-A,Regular Grilled Chicken Sub Sandwich,450,117,13,0.1276595744680851,0.0,75,1000,48,0.23529411764705882,10,0.1783783783783784
78,Chick Fil-A,Smokehouse BBQ Bacon Sandwich,500,162,18,0.0,0.0,95,1200,46,0.11764705882352941,10,0.17297297297297298
79,Chick Fil-A,Spicy Chicken Sandwich,450,171,19,0.0851063829787234,0.0,60,1620,41,0.058823529411764705,5,0.15135135135135136
80,Chick Fil-A,Spicy Deluxe,540,225,25,0.1702127659574468,0.0,80,1760,43,0.11764705882352941,6,0.1783783783783784
81,Chick Fil-A,Chargrilled Chicken Cool Wrap,350,126,14,0.10638297872340426,0.0,60,960,29,0.8823529411764706,3,0.1945945945945946
84,Sonic,Hatch Green Chile Cheeseburger,710,380,43,0.3617021276595745,0.25,120,1120,44,0.11764705882352941,7,0.1837837837837838
85,Sonic,Jalapeno Burger,640,330,37,0.2978723404255319,0.25,100,930,42,0.11764705882352941,6,0.16216216216216217
86,Sonic,Jr. Burger,340,150,17,0.1276595744680851,0.125,35,640,34,0.058823529411764705,6,0.07567567567567568
87,Sonic,Jr. Chili Cheeseburger,410,220,24,0.19148936170212766,0.0625,55,730,32,0.058823529411764705,4,0.10270270270270271
88,Sonic,Jr. Deluxe Burger,380,200,23,0.1276595744680851,0.125,40,470,32,0.058823529411764705,4,0.07567567567567568
89,Sonic,Jr. Deluxe Cheeseburger,450,250,28,0.19148936170212766,0.125,60,800,33,0.058823529411764705,4,0.0972972972972973
90,Sonic,Jr. Double Cheeseburger,600,350,38,0.3404255319148936,0.25,110,1350,35,0.058823529411764705,7,0.16216216216216217
91,Sonic,Sonic Bacon Cheeseburger (w/mayo),870,530,59,0.425531914893617,0.25,140,1350,45,0.11764705882352941,7,0.20540540540540542
92,Sonic,Sonic Burger W/ Mustard,640,330,37,0.2978723404255319,0.25,100,790,43,0.11764705882352941,7,0.16216216216216217
93,Sonic,Sonic Burger W/ Ketchup,650,340,37,0.2978723404255319,0.25,100,860,46,0.11764705882352941,10,0.16756756756756758
94,Sonic,Sonic Burger W/ Mayonnaise,740,430,48,0.3191489361702128,0.25,110,760,44,0.11764705882352941,7,0.16216216216216217
95,Sonic,Sonic Cheeseburger W/ Mustard,710,380,43,0.3617021276595745,0.25,120,1120,43,0.11764705882352941,7,0.1837837837837838
96,Sonic,Sonic Cheeseburger W/ Ketchup,720,380,43,0.3617021276595745,0.25,120,1190,47,0.11764705882352941,10,0.1837837837837838
97,Sonic,Sonic Cheeseburger W/ Mayonnaise,800,480,54,0.3829787234042553,0.25,130,1090,44,0.11764705882352941,7,0.1837837837837838
98,Sonic,Super Sonic Bacon Double Cheeseburger (w/mayo),1280,830,92,0.7659574468085106,0.5,260,1630,44,0.11764705882352941,7,0.3567567567567568
99,Sonic,Super Sonic Double Cheeseburger W/ Mustard,1120,680,76,0.6808510638297872,0.5,235,1550,44,0.11764705882352941,8,0.33513513513513515
100,Sonic,Super Sonic Double Cheeseburger W/ Ketchup,1130,680,76,0.6808510638297872,0.5,235,1620,47,0.11764705882352941,11,0.33513513513513515
101,Sonic,Super Sonic Double Cheeseburger W/ Mayo,1220,780,87,0.723404255319149,0.5,245,1520,45,0.11764705882352941,8,0.33513513513513515
102,Sonic,Super Sonic Jalapeno Double Cheeseburger,1120,680,76,0.6808510638297872,0.5,235,1690,43,0.11764705882352941,7,0.33513513513513515
103,Sonic,Veggie Burger W/ Ketchup,450,130,14,0.0851063829787234,0.0,10,1410,67,0.29411764705882354,11,0.07567567567567568
104,Sonic,Veggie Burger With Mustard,450,130,14,0.0851063829787234,0.0,10,1350,64,0.29411764705882354,8,0.07567567567567568
105,Sonic,Veggie Burger W/ Mustard,450,130,14,0.0851063829787234,0.0,10,1300,64,0.29411764705882354,8,0.07567567567567568
106,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,610,270,30,0.14893617021276595,0.0,110,1570,44,0.17647058823529413,8,0.21081081081081082
107,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,680,350,39,0.19148936170212766,0.0,80,1120,53,0.23529411764705882,7,0.16216216216216217
108,Sonic,Grilled Chicken Sandwich,430,180,20,0.0851063829787234,0.0,80,940,33,0.11764705882352941,6,0.14594594594594595
109,Sonic,Crispy Chicken Sandwich,570,300,33,0.10638297872340426,0.0,45,1060,47,0.23529411764705882,6,0.11891891891891893
110,Sonic,Chicken Strip Sandwich,450,220,24,0.0851063829787234,0.0,35,740,43,0.058823529411764705,4,0.0972972972972973
111,Sonic,3 Piece Crispy Chicken Tender Dinner,280,130,14,0.05319148936170213,0.0,0,800,16,0.0,0,0.11351351351351352
112,Sonic,5 Piece Crispy Chicken Tender Dinner,470,220,24,0.09574468085106383,0.0,0,1340,26,0.0,0,0.1945945945945946
113,Sonic,Deluxe Ultimate Chicken Sandwich,740,350,39,0.1702127659574468,0.0,90,1550,63,0.23529411764705882,12,0.17297297297297298
114,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,1000,550,61,0.2553191489361702,0.0625,125,4520,70,0.29411764705882354,12,0.11891891891891893
115,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,1350,900,100,0.3617021276595745,0.0,190,2180,69,0.23529411764705882,10,0.11891891891891893
116,Sonic,Small Jumbo Popcorn Chicken,380,190,22,0.0851063829787234,0.0,45,1250,27,0.17647058823529413,1,0.0918918918918919
117,Sonic,Large Jumbo Popcorn Chicken,560,290,32,0.1276595744680851,0.125,65,1890,41,0.29411764705882354,2,0.14054054054054055
118,Sonic,Small Spicy Jumbo Popcorn Chicken,350,150,17,0.06382978723404255,0.0,45,860,30,0.11764705882352941,0,0.10810810810810811
119,Sonic,Large Spicy Jumbo Popcorn Chicken,610,270,30,0.10638297872340426,0.0,80,1500,51,0.17647058823529413,0,0.1891891891891892
120,Sonic,3 Piece Super Crunch Chicken Strip Dinner,970,410,46,0.1702127659574468,0.125,55,2160,109,0.4117647058823529,9,0.15675675675675677
121,Sonic,4 Piece Super Crunch Chicken Strip Dinner,1080,460,51,0.19148936170212766,0.125,75,2390,118,0.47058823529411764,9,0.1945945945945946
122,Sonic,5 Piece Super Crunch Chicken Strip Dinner,1190,510,57,0.2127659574468085,0.125,90,2610,126,0.47058823529411764,9,0.23243243243243245
123,Sonic,3 Piece Super Crunch Chicken Strips,330,140,16,0.06382978723404255,0.0,55,670,25,0.11764705882352941,0,0.11351351351351352
124,Sonic,4 Piece Super Crunch Chicken Strips,440,190,21,0.0851063829787234,0.0,70,900,34,0.11764705882352941,1,0.15135135135135136
125,Sonic,5 Piece Super Crunch Chicken Strips,550,240,26,0.10638297872340426,0.0,90,1120,42,0.17647058823529413,1,0.1891891891891892
126,Sonic,Traditional Ultimate Chicken Sandwich,730,350,39,0.1702127659574468,0.0,90,1540,62,0.17647058823529413,11,0.16756756756756758
127,Sonic,Ultimate Chicken Club,100,580,64,0.3191489361702128,0.0625,100,2070,65,0.23529411764705882,12,0.20540540540540542
128,Sonic,"All Beef All-american Style Dog – 6""",370,160,18,0.14893617021276595,0.0,40,1180,40,0.058823529411764705,15,0.05945945945945946
129,Sonic,"All Beef Chicago Dog – 6""",430,180,20,0.14893617021276595,0.0,40,2310,49,0.058823529411764705,17,0.07027027027027027
130,Sonic,"All Beef Chili Cheese Coney – 6""",410,230,26,0.23404255319148937,0.0,65,1140,30,0.11764705882352941,4,0.08648648648648649
131,Sonic,"All Beef New York Dog – 6""",340,170,19,0.14893617021276595,0.0,40,1250,30,0.17647058823529413,4,0.06486486486486487
132,Sonic,"All Beef Regular Hot Dog – 6""",320,160,18,0.14893617021276595,0.0,40,870,27,0.058823529411764705,3,0.05405405405405406
133,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,500,240,26,0.2127659574468085,0.0,50,1410,46,0.11764705882352941,7,0.07567567567567568
134,Sonic,Corn Dog,210,100,11,0.0851063829787234,0.0,20,530,23,0.11764705882352941,4,0.02702702702702703
135,Sonic,Footlong Quarter Pound Coney,830,490,54,0.46808510638297873,0.125,85,1940,54,0.17647058823529413,9,0.15675675675675677
136,Sonic,The Original Pretzel Dog,320,160,18,0.14893617021276595,0.0,35,910,27,0.058823529411764705,2,0.05405405405405406
137,Arbys,Arby's Melt,330,100,11,0.0851063829787234,0.0,30,920,40,0.11764705882352941,5,0.0918918918918919
138,Arbys,Arby-Q Sandwich,400,90,10,0.06382978723404255,0.0,30,1230,58,0.17647058823529413,23,0.0918918918918919
139,Arbys,Beef 'n Cheddar Classic,450,180,20,0.1276595744680851,0.125,50,1280,45,0.11764705882352941,9,0.11891891891891893
140,Arbys,Beef 'n Cheddar Mid,630,290,32,0.23404255319148937,0.1875,100,2100,48,0.11764705882352941,9,0.20540540540540542
141,Arbys,Bourbon BBQ Brisket Sandwich,650,300,33,0.2553191489361702,0.125,105,1460,51,0.11764705882352941,15,0.2
142,Arbys,Bourbon BBQ Chicken Sandwich,690,280,31,0.19148936170212766,0.0,90,1990,66,0.17647058823529413,16,0.2
143,Arbys,Bourbon BBQ Steak Sandwich,690,280,31,0.19148936170212766,0.0,90,1990,66,0.17647058823529413,16,0.2
144,Arbys,Buttermilk Buffalo Chicken Sandwich,540,220,24,0.09574468085106383,0.0,60,2110,53,0.11764705882352941,6,0.15135135135135136
145,Arbys,Buttermilk Chicken Bacon & Swiss,650,280,31,0.19148936170212766,0.0,90,1750,56,0.11764705882352941,9,0.20540540540540542
146,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,690,310,35,0.2127659574468085,0.0,110,2000,53,0.058823529411764705,7,0.21621621621621623
147,Arbys,Buttermilk Crispy Chicken Sandwich,550,230,26,0.09574468085106383,0.0,60,1480,52,0.11764705882352941,6,0.15135135135135136
148,Arbys,Classic French Dip & Swiss/Au Jus,540,210,23,0.23404255319148937,0.125,85,2500,50,0.11764705882352941,3,0.1837837837837838
149,Arbys,Classic Roast Beef,360,120,14,0.10638297872340426,0.0625,50,970,37,0.11764705882352941,5,0.11891891891891893
150,Arbys,Double Roast Beef,510,210,24,0.19148936170212766,0.1875,95,1610,38,0.11764705882352941,5,0.2
151,Arbys,Fire-Roasted Philly Steak,640,290,32,0.23404255319148937,0.0625,105,1950,46,0.17647058823529413,4,0.22162162162162163
152,Arbys,Grand Turkey Club,480,220,24,0.14893617021276595,0.0,65,1610,37,0.11764705882352941,9,0.15675675675675677
153,Arbys,Greek Gyro,710,390,44,0.2765957446808511,0.0,75,1360,55,0.23529411764705882,6,0.11891891891891893
154,Arbys,Half Pound Beef 'n Cheddar Sandwich,740,350,39,0.2978723404255319,0.25,130,2530,48,0.11764705882352941,9,0.2594594594594595
155,Arbys,Half Pound French Dip & Swiss,750,330,36,0.3617021276595745,0.25,150,3350,51,0.11764705882352941,3,0.2918918918918919
156,Arbys,Half Pound Roast Beef Sandwich,610,270,30,0.2553191489361702,0.25,130,2040,38,0.11764705882352941,5,0.25405405405405407
157,Arbys,Ham & Swiss Melt,300,80,9,0.0851063829787234,0.0,35,1030,37,0.11764705882352941,6,0.0918918918918919
158,Arbys,Loaded Italian Sandwich,680,360,40,0.2978723404255319,0.0625,100,2270,49,0.17647058823529413,7,0.16756756756756758
159,Arbys,Pecan Chicken Salad Flatbread,710,410,46,0.14893617021276595,0.0625,65,980,53,0.23529411764705882,9,0.11351351351351352
160,Arbys,Pecan Chicken Salad Sandwich,840,400,44,0.1276595744680851,0.0625,75,1210,81,0.35294117647058826,20,0.17297297297297298
161,Arbys,2 piece Prime-Cut Chicken Tenders,240,100,11,0.031914893617021274,0.0,30,640,19,0.058823529411764705,0,0.08108108108108109
162,Arbys,3 piece Prime-Cut Chicken Tenders,360,150,17,0.05319148936170213,0.0,45,950,28,0.11764705882352941,0,0.11891891891891893
163,Arbys,5 piece Prime-Cut Chicken Tenders,600,250,28,0.0851063829787234,0.0,75,1590,47,0.17647058823529413,0,0.20540540540540542
164,Arbys,Reuben Sandwich,680,280,31,0.1702127659574468,0.0625,80,2420,62,0.23529411764705882,5,0.1945945945945946
165,Arbys,Roast Beef Gyro,550,260,29,0.14893617021276595,0.125,60,1290,48,0.17647058823529413,5,0.12432432432432433
